"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00023293","2005-09","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","2.9",",X","242.4","0","25.6",",0","1",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","28",",0","1",",0","6","","","","20050925",",,0","","","","","1","","20050920",",,0","20050929",",,0","9.4",",0,25,","","","","","0.5",",,0,20,","32.2",",0,29,","15.1","0","14.5",",0","0.5",",,,0","","","","","","","","","18.70",",0","24.74",",,,0","12.66",",,,0","","","340",",X","350",",X","10.3",",X","11.6",",X"
"USW00023293","2005-10","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","2.8",",X","254.3","0","11.9",",0","2",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","22",",0","0",",0","7","","","","20051031","+,,0","","","","","","","20051015",",,0","20051017",",,0","7.2",",0,31,+","","","","","2.3",",,0,15,","30.0",",0,17,","58.9","0","43.8",",0","2.6",",,,0","","","","","","","","","17.30",",0","23.38",",,,0","11.22",",,,0","","","340",",X","200",",X","11.6",",X","13.9",",X"
"USW00023293","2005-11","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","2.3",",X","254.6","0","0.3",",0","7",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","13",",0","0",",0","5","","","","20051127",",,0","","","","","","","20051128",",,0","20051118","+,,0","1.7",",0,27,","","","","","4.3",",,0,28,","25.6",",0,18,+","184.2","0","125.3",",0","9.2",",,,0","","","","","","","","","14.17",",0","20.20",",,,0","8.14",",,,0","","","40",",X","50",",X","13.4",",X","17.9",",X"
"USW00023293","2005-12","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","2.8",",X","254.6","0","0.0",",0","14",",0","6",",0","1",",0","","","","","0",",0","0",",0","0",",0","1",",0","0",",0","13","","1","","20051206",",,0","","","","","1","","20051218",",,0","20051220",",,0","0.6",",0,06,","","","","","25.9",",,0,18,","21.1",",0,20,","381.9","0","197.7",",0","77.1",",,,0","","","","","","","","","11.95",",0","16.45",",,,0","7.46",",,,0","","","150",",X","180",",X","13.4",",X","18.3",",X"
"USW00023293","2006-01","37.35938","-121.92444","15.0","SAN JOSE, CA US","5.85",",,,W","1021.7",",,,W","1019.9",",,,W","8.38",",,,W","2.6",",W","0.0","0","0.0",",0","11",",0","4",",0","1",",0","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","15","","1","","20060120",",,0","","","","","","","20060102",",,0","20060113","+,,0","1.7",",0,20,","","","","","33.0",",,0,02,","20.6",",0,13,+","616.1","0","234.2",",0","59.9",",,,0","74",",,,W","53",",,,W","92",",,,W","","","10.78",",0","15.77",",,,0","5.78",",,,0","","","150",",X","160",",X","19.2",",X","22.8",",X"
"USW00023293","2006-02","37.35938","-121.92444","15.0","SAN JOSE, CA US","4.93",",,,W","1019.3",",,,W","1017.5",",,,W","8.31",",,,W","2.7",",W","0.0","0","0.0",",0","5",",0","3",",0","0",",0","","","","","0",",0","1",",0","0",",0","6",",0","0",",0","9","","2","","20060216",",,0","","","","","","","20060227",",,0","20060209",",,0","0.0",",0,16,","","","","","24.9",",,0,27,","24.4",",0,09,","799.2","0","183.1",",0","39.8",",,,0","67",",,,W","42",",,,W","87",",,,W","","","11.79",",0","17.75",",,,0","5.83",",,,0","","","190",",X","190",",X","17.9",",X","21.9",",X"
"USW00023293","2006-03","37.35938","-121.92444","15.0","SAN JOSE, CA US","5.03",",,,W","1016.0",",,,W","1014.2",",,,W","7.83",",,,W","3.8",",W","0.0","0","0.0",",0","22",",0","14",",0","0",",0","","","","","0",",0","0",",0","0",",0","1",",0","0",",0","14","","","","20060313","+,,0","","","","","","","20060320",",,0","20060323",",,0","2.2",",0,13,+","","","","","18.8",",,0,20,","21.7",",0,23,","1038.8","0","239.6",",0","116.0",",,,0","71",",,,W","51",",,,W","89",",,,W","","","10.60",",0","14.95",",,,0","6.26",",,,0","","","330",",X","200",",X","11.6",",X","13.9",",X"
"USW00023293","2006-04","37.35938","-121.92444","15.0","SAN JOSE, CA US","8.25",",,,W","1015.0",",,,W","1013.2",",,,W","10.69",",,,W","3.4",",W","1.4","0","1.4",",0","12",",0","8",",0","0",",0","","","","","0",",0","0",",0","0",",0","7",",0","0",",0","9","","","","20060406","+,,0","","","","","","","20060404",",,0","20060430",",,0","4.4",",0,06,+","","","","","15.2",",,0,04,","27.2",",0,30,","1176.8","0","138.0",",0","54.4",",,,0","72",",,,W","53",",,,W","88",",,,W","","","13.78",",0","18.43",",,,0","9.13",",,,0","","","160",",X","170",",X","13.4",",X","16.1",",X"
"USW00023293","2006-05","37.35938","-121.92444","15.0","SAN JOSE, CA US","9.46",",,,W","1015.0",",,,W","1013.2",",,,W","12.86",",,,W","3.6",",W","20.2","0","18.8",",0","2",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","25",",0","0",",0","5","","","","20060528",",,0","","","","","","","20060521",",,0","20060514",",,0","8.3",",0,28,","","","","","10.7",",,0,21,","31.7",",0,14,","1214.1","0","37.3",",0","11.5",",,,0","63",",,,W","41",",,,W","83",",,,W","","","17.74",",0","23.88",",,,0","11.59",",,,0","","","340",",X","340",",X","11.2",",X","13.4",",X"
"USW00023293","2006-06","37.35938","-121.92444","15.0","SAN JOSE, CA US","11.99",",,,W","1014.8",",,,W","1012.8",",,,W","15.19",",,,W","3.5",",W","90.4","0","70.2",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","3",",0","3","","","","20060619","+,,0","","","","","","","20060614",",,0","20060622",",,0","11.7",",0,19,+","","","","","0.0",",T,0,14,","36.7",",0,22,","1219.6","0","5.5",",0","0.0",",T,,0","63",",,,W","43",",,,W","82",",,,W","","","20.49",",0","26.67",",,,0","14.31",",,,0","","","330",",X","330",",X","10.7",",X","12.5",",X"
"USW00023293","2006-07","37.35938","-121.92444","15.0","SAN JOSE, CA US","13.47",",,,W","1013.2",",,,W","1011.3",",,,W","16.83",",,,W","3.2",",W","232.3","0","141.9",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","12",",0","2","","","","20060707",",,0","","","","","","","20060730",",,0","20060723",",,0","11.7",",0,07,","","","","","0.0",",T,0,30,","40.0",",0,23,","2.8","0","2.8",",0","0.0",",T,,0","61",",,,W","40",",,,W","84",",,,W","","","22.82",",0","29.62",",,,0","16.02",",,,0","","","330",",X","330",",X","9.4",",X","10.7",",X"
"USW00023293","2006-08","37.35938","-121.92444","15.0","SAN JOSE, CA US","12.15",",,,W","1013.4",",,,W","1011.5",",,,W","15.11",",,,W","3.3",",W","293.8","0","61.5",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","2",",0","5","","","","20060817",",,0","","","","","","","20060831","+,,0","20060809",",,0","12.2",",0,17,","","","","","0.0",",,0,31,+","35.6",",0,09,","3.1","0","0.3",",0","0.0",",,,0","66",",,,W","42",",,,W","84",",,,W","","","20.31",",0","26.61",",,,0","14.00",",,,0","","","230",",X","230",",X","9.8",",X","11.6",",X"
"USW00023293","2006-09","37.35938","-121.92444","15.0","SAN JOSE, CA US","10.54",",,,W","1013.5",",,,W","1011.7",",,,W","14.04",",,,W","2.8",",W","337.6","0","43.8",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","28",",0","1",",0","6","","","","20060916","+,,0","","","","","","","20060930","+,,0","20060912",",,0","10.0",",0,16,+","","","","","0.0",",,0,30,+","34.4",",0,12,","11.0","0","7.9",",0","0.0",",,,0","63",",,,W","38",",,,W","84",",,,W","","","19.53",",0","25.92",",,,0","13.14",",,,0","","","320",",X","310",",X","11.2",",X","13.0",",X"
"USW00023293","2006-10","37.35938","-121.92444","15.0","SAN JOSE, CA US","7.31",",,,W","1015.2",",,,W","1013.3",",,,W","11.66",",,,W","2.3",",W","344.8","0","7.2",",0","2",",0","2",",0","0",",0","","","","","0",",0","0",",0","0",",0","21",",0","0",",0","4","","","","20061031","+,,0","","","","","","","20061004",",,0","20061021","+,,0","8.3",",0,31,+","","","","","5.1",",,0,04,","29.4",",0,21,+","59.5","0","48.5",",0","7.9",",,,0","59",",,,W","36",",,,W","79",",,,W","","","17.00",",0","23.08",",,,0","10.91",",,,0","","","360",",X","360",",X","9.8",",X","11.6",",X"
"USW00023293","2006-11","37.35938","-121.92444","15.0","SAN JOSE, CA US","7.80",",,,W","1020.0",",,,W","1018.1",",,,W","10.54",",,,W","2.5",",W","344.8","0","0.0",",0","9",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","8",",0","0",",0","14","","2","","20061130",",,0","","","","","","","20061113",",,0","20061106",",,0","1.1",",0,30,","","","","","11.2",",,0,13,","24.4",",0,06,","209.0","0","149.5",",0","26.4",",,,0","72",",,,W","48",",,,W","90",",,,W","","","13.35",",0","18.39",",,,0","8.31",",,,0","","","320",",X","310",",X","10.3",",X","13.0",",X"
"USW00023293","2006-12","37.35938","-121.92444","15.0","SAN JOSE, CA US","3.21",",,,W","1022.5",",,,W","1020.7",",,,W","6.95",",,,W","2.7",",W","344.8","0","0.0",",0","9",",0","5",",0","0",",0","","","","","0",",0","2",",0","0",",0","1",",0","0",",0","13","","1","","20061219",",,0","","","","","","","20061209",",,0","20061208",",,0","-0.6",",0,19,","","","","","13.7",",,0,09,","21.1",",0,08,","459.6","0","250.6",",0","39.2",",,,0","65",",,,W","41",",,,W","85",",,,W","","","10.25",",0","15.71",",,,0","4.79",",,,0","","","310",",X","310",",X","17.0",",X","21.5",",X"
"USW00023293","2007-01","37.35938","-121.92444","15.0","SAN JOSE, CA US","0.62",",,,W","1022.5",",,,W","1020.6",",,,W","5.24",",,,W","2.5",",W","0.0","X","0.0",",0","6",",0","3",",0","0",",0","","","","","0",",0","6",",0","0",",0","0",",0","0",",0","10","","","","20070116","+,,0","","","","","","","20070127",",,0","20070108",",,0","-2.8",",0,16,+","","","","","11.9",",,0,27,","20.6",",0,08,","753.5","X","293.9",",0","21.3",",,,0","61",",,,W","37",",,,W","83",",,,W","","","8.85",",0","15.03",",,,0","2.67",",,,0","","","320",",X","350",",X","11.6",",X","13.9",",X"
"USW00023293","2007-02","37.35938","-121.92444","15.0","SAN JOSE, CA US","6.15",",,,W","1019.8","1,,,W","1017.9","1,,,W","8.79",",,,W","3.1",",W","0.0","X","0.0",",0","11",",0","8",",0","0",",0","","","","","0",",0","0",",0","0",",0","3",",0","0",",0","15","","1","","20070203",",,0","","","","","","","20070222",",,0","20070217",",,0","2.2",",0,03,","","","","","19.3",",,0,22,","23.9",",0,17,","944.9","X","191.4",",0","77.4",",,,0","72",",,,W","52",",,,W","89",",,,W","","","11.50",",0","16.01",",,,0","6.99",",,,0","","","300",",X","300",",X","11.2",",X","13.9",",X"
"USW00023293","2007-03","37.35938","-121.92444","15.0","SAN JOSE, CA US","6.73",",,,W","1019.6",",,,W","1017.7",",,,W","10.31",",,,W","2.5",",W","1.1","X","1.1",",0","3",",0","2",",0","0",",0","","","","","0",",0","0",",0","0",",0","17",",0","0",",0","4","","","","20070301",",,0","","","","","","","20070326",",,0","20070316",",,0","1.7",",0,01,","","","","","6.6",",,0,26,","27.8",",0,16,","1059.8","X","114.9",",0","11.7",",,,0","64",",,,W","40",",,,W","84",",,,W","","","14.66",",0","21.19",",,,0","8.13",",,,0","","","320",",Z","290",",Z","13.0",",Z","16.5",",Z"
"USW00023293","2007-04","37.35938","-121.92444","15.0","SAN JOSE, CA US","6.13",",,,W","1017.6",",,,W","1015.7",",,,W","10.13",",,,W","3.4",",W","5.8","X","4.7",",0","5",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","16",",0","0",",0","4","","","","20070413",",,0","","","","","","","20070414",",,0","20070427",",,0","4.4",",0,13,","","","","","7.4",",,0,14,","31.1",",0,27,","1170.3","X","110.5",",0","18.8",",,,0","61",",,,W","36",",,,W","83",",,,W","","","14.81",",0","20.89",",,,0","8.73",",,,0","","","290",",X","290",",X","11.2",",X","16.1",",X"
"USW00023293","2007-05","37.35938","-121.92444","15.0","SAN JOSE, CA US","7.65",",,,W","1015.5",",,,W","1013.6",",,,W","11.85",",,,W","3.5",",W","27.0","X","21.2",",0","3",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","22",",0","1",",0","3","","","","20070513","+,,0","","","","","","","20070502",",,0","20070507",",,0","7.8",",0,13,+","","","","","1.0",",,0,02,","33.9",",0,07,","1224.7","X","54.4",",0","2.3",",,,0","59",",,,W","37",",,,W","80",",,,W","","","17.26",",0","23.55",",,,0","10.98",",,,0","","","310",",X","310",",X","13.0",",X","15.6",",X"
"USW00023293","2007-06","37.35938","-121.92444","15.0","SAN JOSE, CA US","9.70",",,,W","1014.5",",,,W","1012.6",",,,W","13.64",",,,W","3.5",",W","66.5","X","39.5",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","29",",0","2",",0","","","","","20070607",",,0","","","","","","","20070630","+,,0","20070614",",,0","9.4",",0,07,","","","","","0.0",",,0,30,+","35.0",",0,14,","1235.9","X","11.2",",0","0.0",",,,0","59",",,,W","37",",,,W","80",",,,W","","","19.28",",0","26.03",",,,0","12.53",",,,0","","","320",",X","300",",X","10.7",",X","14.3",",X"
"USW00023293","2007-07","37.35938","-121.92444","15.0","SAN JOSE, CA US","12.46",",,,W","1013.9","1,,,W","1012.0","1,,,W","15.65",",,,W","3.4",",W","149.7","X","83.2",",0","1",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","2",",0","3","","","","20070701",",,0","","","","","","","20070718",",,0","20070704",",,0","11.7",",0,01,","","","","","0.3",",,0,18,","33.3",",0,04,","0.3","X","0.3",",0","0.3",",,,0","63",",,,W","41",",,,W","83",",,,W","","","21.01",",0","27.24",",,,0","14.78",",,,0","","","330",",X","20",",X","10.3",",X","13.4",",X"
"USW00023293","2007-08","37.35938","-121.92444","15.0","SAN JOSE, CA US","11.90",",,,W","1012.9",",,,W","1011.0",",,,W","15.44",",,,W","3.2",",W","234.5","X","84.8",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","3",",0","1","","","","20070808",",,0","","","","","","","20070831","+,,0","20070830",",,0","11.7",",0,08,","","","","","0.0",",,0,31,+","34.4",",0,30,","1.2","X","0.9",",0","0.0",",,,0","61",",,,W","38",",,,W","81",",,,W","","","21.04",",0","27.43",",,,0","14.65",",,,0","","","320",",X","320",",X","10.7",",X","13.4",",X"
"USW00023293","2007-09","37.35938","-121.92444","15.0","SAN JOSE, CA US","10.20",",,,W","1014.0",",,,W","1012.1",",,,W","14.08",",,,W","2.9",",W","291.6","X","57.1",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","27",",0","3",",0","","","","","20070930",",,0","","","","","","","20070922","+,,0","20070902",",,0","7.8",",0,30,","","","","","0.0",",T,0,22,+","35.0",",0,02,","15.7","X","14.5",",0","0.0",",T,,0","60",",,,W","36",",,,W","80",",,,W","","","19.75",",0","25.83",",,,0","13.67",",,,0","","","340",",X","340",",X","11.6",",X","13.9",",X"
"USW00023293","2007-10","37.35938","-121.92444","15.0","SAN JOSE, CA US","8.08",",,,W","1017.2",",,,W","1015.4",",,,W","11.80",",,,W","2.5",",W","297.4","X","5.8",",0","5",",0","1",",0","1",",0","","","","","0",",0","0",",0","0",",0","21",",0","0",",0","9","","","","20071006",",,0","","","","","","","20071012",",,0","20071023",",,0","6.7",",0,06,","","","","","25.9",",,0,12,","30.0",",0,23,","78.2","X","62.5",",0","32.5",",,,0","63",",,,W","39",",,,W","84",",,,W","","","16.50",",0","22.41",",,,0","10.60",",,,0","","","320",",X","320",",X","13.4",",X","16.1",",X"
"USW00023293","2007-11","37.35938","-121.92444","15.0","SAN JOSE, CA US","5.61",",,,W","1018.6",",,,W","1016.7",",,,W","9.63",",,,W","1.7",",W","297.4","X","0.0",",0","2",",0","2",",0","0",",0","","","","","0",",0","0",",0","0",",0","9",",0","0",",0","9","","","","20071124","+,,0","","","","","","","20071110",",,0","20071103",",,0","2.8",",0,24,+","","","","","8.9",",,0,10,","26.7",",0,03,","214.7","X","136.5",",0","14.0",",,,0","63",",,,W","40",",,,W","84",",,,W","","","13.78",",0","19.79",",,,0","7.77",",,,0","","","320",",X","320",",X","9.8",",X","11.2",",X"
"USW00023293","2007-12","37.35938","-121.92444","15.0","SAN JOSE, CA US","2.53",",,,W","1022.5",",,,W","1020.7",",,,W","6.44",",,,W","2.7",",W","297.4","X","0.0",",X","10",",X","5",",X","0",",X","","","","","0",",X","1",",X","0",",X","0",",X","0",",X","11","","","","20071222",",,X","","","","","","","20071218",",,X","20071203",",,X","0.0",",X,22,","","","","","13.2",",,X,18,","20.0",",X,03,","489.8","X","275.1",",X","32.8",",,,X","65",",,,W","44",",,,W","83",",,,W","","","9.46",",X","14.12",",,,X","4.80",",,,X","","","120",",X","110",",X","13.4",",X","17.0",",X"
"USW00023293","2008-01","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","2.9",",W","0.0","0","0.0",",X","18",",0","11",",0","1",",0","0",",0","","","0",",X","0",",X","0",",X","0",",X","0",",X","18","","2","","20080101",",,X","20080131","+,,0","","","1","","20080104",",,0","20080126",",,X","0.6",",X,01,","0",",,0,31,+","","","43.4",",,0,04,","17.8",",X,26,","780.6","0","290.8",",X","142.5",",,,0","73",",,,W","56",",,,W","89",",,,W","","","8.95",",X","13.07",",,,X","4.84",",,,X","","","120",",X","110",",X","17.0",",X","22.8",",X"
"USW00023293","2008-02","37.35938","-121.92444","15.0","SAN JOSE, CA US","4.87",",,,W","1019.6",",,,W","1017.8",",,,W","7.96",",,,W","2.6",",W","0.0","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","","","0",",0","0",",0","0",",0","2",",0","0",",0","15","","2","","20080205",",,0","20080229","+,,0","","","","","20080224",",,0","20080228",",,0","1.1",",0,05,","0",",,0,29,+","","","18.0",",,0,24,","22.2",",0,28,","994.0","0","213.4",",0","45.9",",,,0","70",",,,W","48",",,,W","88",",,,W","","","10.98",",0","16.11",",,,0","5.84",",,,0","","","140",",X","160",",X","12.5",",X","16.1",",X"
"USW00023293","2008-03","37.35938","-121.92444","15.0","SAN JOSE, CA US","4.40","1,,,W","1022.0",",,,W","1020.2",",,,W","8.87","1,,,W","2.8",",W","0.0","0","0.0",",0","2",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","8",",0","0",",0","","","","","20080331","+,,0","","","","","","","20080315",",,0","20080322",",,0","3.9",",0,31,+","","","","","3.6",",,0,15,","24.4",",0,22,","1149.7","0","155.7",",0","3.9",",,,0","58",",,,W","34",",,,W","78",",,,W","","","13.31",",0","19.60",",,,0","7.02",",,,0","","","340",",X","340",",X","11.2",",X","14.8",",X"
"USW00023293","2008-04","37.35938","-121.92444","15.0","SAN JOSE, CA US","3.89",",,,W","1019.4",",,,W","1017.6",",,,W","9.01",",,,W","3.4",",W","9.2","0","9.2",",0","2",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","13",",0","0",",0","1","","","","20080407",",,0","","","","","","","20080423",",,0","20080413","+,,0","3.9",",0,07,","","","","","0.5",",,0,23,","30.6",",0,13,+","1278.5","0","128.8",",0","0.8",",,,0","54",",,,W","32",",,,W","76",",,,W","","","14.35",",0","20.91",",,,0","7.78",",,,0","","","330",",X","330",",X","11.2",",X","15.6",",X"
"USW00023293","2008-05","37.35938","-121.92444","15.0","SAN JOSE, CA US","7.02",",,,W","1014.5",",,,W","1012.7",",,,W","11.36",",,,W","3.5",",W","44.7","0","35.5",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","20",",0","4",",0","2","","","","20080503","+,,0","","","","","","","20080531","+,,0","20080515",",,0","6.7",",0,03,+","","","","","0.0",",,0,31,+","37.2",",0,15,","1349.6","0","71.1",",0","0.0",",,,0","57",",,,W","36",",,,W","77",",,,W","","","17.18",",0","23.58",",,,0","10.78",",,,0","","","320",",X","320",",X","13.4",",X","16.5",",X"
"USW00023293","2008-06","37.35938","-121.92444","15.0","SAN JOSE, CA US","8.63",",,,W","1014.6",",,,W","1012.9",",,,W","13.39",",,,W","3.2",",W","108.0","0","63.3",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","27",",0","5",",0","6","","","","20080602",",,0","","","","","1","","20080630","+,,0","20080620",",,0","8.3",",0,02,","","","","","0.0",",,0,30,+","39.4",",0,20,","1371.3","0","21.7",",0","0.0",",,,0","56",",,,W","34",",,,W","80",",,,W","","","19.72",",0","26.88",",,,0","12.55",",,,0","","","330",",X","350",",X","11.6",",X","14.8",",X"
"USW00023293","2008-07","37.35938","-121.92444","15.0","SAN JOSE, CA US","12.83",",,,W","1013.0",",,,W","1011.2",",,,W","15.62",",,,W","3.1",",W","184.1","0","76.1",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","4",",0","4","","","","20080724",",,0","","","","","","","20080731","+,,0","20080708",",,0","12.2",",0,24,","","","","","0.0",",,0,31,+","38.3",",0,08,","2.0","0","2.0",",0","0.0",",,,0","66",",,,W","44",",,,W","87",",,,W","","","20.72",",0","26.93",",,,0","14.51",",,,0","","","330",",X","340",",X","10.7",",X","12.5",",X"
"USW00023293","2008-08","37.35938","-121.92444","15.0","SAN JOSE, CA US","12.49",",,,W","1011.6",",,,W","1009.8",",,,W","15.80",",,,W","2.9",",W","281.5","0","97.4",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","5",",0","3","","","","20080803",",,0","","","","","","","20080805",",,0","20080828",",,0","11.7",",0,03,","","","","","0.0",",T,0,05,","38.3",",0,28,","4.4","0","2.4",",0","0.0",",T,,0","64",",,,W","40",",,,W","86",",,,W","","","21.40",",0","28.12",",,,0","14.67",",,,0","","","340",",X","350",",X","10.3",",X","13.9",",X"
"USW00023293","2008-09","37.35938","-121.92444","15.0","SAN JOSE, CA US","10.35",",,,W","1012.9",",,,W","1011.0",",,,W","14.62",",,,W","2.4",",W","363.8","0","82.3",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","6",",0","5","","","","20080919","+,,0","","","","","","","20080920",",,0","20080905","+,,0","10.0",",0,19,+","","","","","0.0",",T,0,20,","37.2",",0,05,+","7.8","0","3.4",",0","0.0",",T,,0","59",",,,W","35",",,,W","78",",,,W","","","20.97",",0","27.94",",,,0","13.99",",,,0","","","330",",X","350",",X","9.8",",X","12.5",",X"
"USW00023293","2008-10","37.35938","-121.92444","15.0","SAN JOSE, CA US","7.65",",,,W","1017.4",",,,W","1015.6",",,,W","12.44",",,,W","2.3",",W","394.9","0","31.1",",0","3",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","24",",0","0",",0","10","","","","20081013","+,,0","","","","","","","20081004",",,0","20081022","+,,0","7.2",",0,13,+","","","","","3.3",",,0,04,","30.6",",0,22,+","40.1","0","32.3",",0","4.9",",,,0","57",",,,W","33",",,,W","78",",,,W","","","18.29",",0","25.04",",,,0","11.55",",,,0","","","200",",X","300",",X","11.6",",X","14.8",",X"
"USW00023293","2008-11","37.35938","-121.92444","15.0","SAN JOSE, CA US","8.73","2,,,W","1019.7","1,,,W","1017.8","1,,,W","11.38","2,,,W","1.8",",W","397.7","0","2.8",",0","5",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","11",",0","0",",0","14","","4","","20081122",",,0","","","","","","","20081101",",,0","20081115","+,,0","5.0",",0,22,","","","","","13.2",",,0,01,","28.3",",0,15,+","144.1","0","104.0",",0","26.6",",,,0","72",",,,W","49",",,,W","90",",,,W","","","14.96",",0","20.11",",,,0","9.81",",,,0","","","320",",X","300","1,X","11.2",",X","14.3","1,X"
"USW00023293","2008-12","37.35938","-121.92444","15.0","SAN JOSE, CA US","3.64","4,,,W","1019.3","4,,,W","1017.6","4,,,W","6.48","4,,,W","2.0",",W","397.7","0","0.0",",0","11",",0","6",",0","0",",0","","","","","0",",0","1",",0","0",",0","0",",0","0",",0","17","","4","","20081218",",,0","","","","","1","","20081225",",,0","20081205","+,,0","0.0",",0,18,","","","","","11.7",",,0,25,","18.3",",0,05,+","434.3","0","290.2",",0","38.9",",,,0","73",",,,W","53",",,,W","89",",,,W","","","8.97",",0","13.82",",,,0","4.12",",,,0","","","300",",X","310",",X","13.9",",X","17.0",",X"
"USW00023293","2009-01","37.35938","-121.92444","15.0","SAN JOSE, CA US","3.26","2,,,W","1022.9","2,,,W","1021.2","2,,,W","7.28","2,,,W","1.6",",W","0.8","0","0.8",",0","5",",0","3",",0","0",",0","","","","","0",",0","1",",0","0",",0","10",",0","0",",0","11","","3","","20090104",",,0","","","","","","","20090122",",,0","20090112",",,0","-2.2",",0,04,","","","","","16.3",",,0,22,","25.0",",0,12,","653.8","0","219.5",",0","33.1",",,,0","63",",,,W","41",",,,W","84",",,,W","","","11.28",",0","17.21",",,,0","5.35",",,,0","","","330",",X","330",",X","10.7",",X","13.4",",X"
"USW00023293","2009-02","37.35938","-121.92444","15.0","SAN JOSE, CA US","5.21","1,,,W","1017.2",",,,W","1015.4",",,,W","8.37","1,,,W","2.9",",W","0.8","0","0.0",",0","16",",0","8",",0","2",",0","","","","","0",",0","0",",0","0",",0","4",",0","0",",0","12","","","","20090210",",,0","","","","","","","20090215",",,0","20090203",",,0","0.6",",0,10,","","","","","38.6",",,0,15,","23.3",",0,03,","845.7","0","191.9",",0","131.2",",,,0","69",",,,W","49",",,,W","87",",,,W","","","11.48",",0","16.25",",,,0","6.71",",,,0","","","140",",X","150","2,X","14.3",",X","18.3","2,X"
